COD_OPERADORA;NOME_CIDADE;TIPO;ID_REGISTRO_EMISSAO;EMISSAO;VENCTO;ORIGEM;ARQUIVO;NOME_PARCEIRO;QTDE_PAGE_TOTAL;QTDE_COB_TOTAL;VALOR_TOTAL
013;BELO HORIZONTE;BOLETO;184914;05/02/2020;20/03/2020;Primeira Via-PrintHouse;ETC01320032020_184914.rem;NET;14;5;1.583,67
013;BELO HORIZONTE;BOLETO;184912;05/02/2020;20/03/2020;Primeira Via-PrintHouse;ETR101320032020_184912.rem;NET;5;2;506,29
013;BELO HORIZONTE;BOLETO;184913;05/02/2020;20/03/2020;Primeira Via-PrintHouse;ET01320032020_184913.rem;NET;67;24;7.874,69
013;BELO HORIZONTE;BOLETO;184911;05/02/2020;20/03/2020;Primeira Via-PrintHouse;E01320032020_184911.rem;NET;34;15;5.383,61
013;BELO HORIZONTE;DEBITO EM CONTA;184918;05/02/2020;20/03/2020;Primeira Via-PrintHouse;DTC01320032020_184918.rem;NET;15;5;1.612,20
013;BELO HORIZONTE;DEBITO EM CONTA;184917;05/02/2020;20/03/2020;Primeira Via-PrintHouse;DTRX01320032020_184917.rem;NET;3;1;150,19
013;BELO HORIZONTE;DEBITO EM CONTA;184916;05/02/2020;20/03/2020;Primeira Via-PrintHouse;DT01320032020_184916.rem;NET;30;11;2.796,99
013;BELO HORIZONTE;DEBITO EM CONTA;184915;05/02/2020;20/03/2020;Primeira Via-PrintHouse;D01320032020_184915.rem;NET;19;8;2.206,56


**********
FATURAS EBT CONTESTADAS/ALTERADAS
COD_OPERADORA;NOME_CIDADE;NUM_CONTRATO;ID_COBRANCA_PARCEIRO;NOME_PARCEIRO;VALOR_TOTAL;STATUS_COBRANCA
FIM
